LEAD_ID,CAMPAÑA,BASE_ST,TIPO_ESTUDIANTE,CAMPUS,FUENTE_ORIGEN,CARRERA,FACULTAD,COLEGIO,PM,FECHA_REGISTRO,EDAD,AÑO_EGRESO,DEPARTAMENTO,PROVINCIA,DISTRITO,FECHA_PM,COLEGIO_TIPO,FECHA_ULT_VALORACION,RANGO_EDAD,RANGO_EGRESO,REG,UND,GENERO
C4C1FDB1-6FE9-ED11-A7C5-002248E0D695,2023-02,NEW REINGRESO,New Reingreso,OLIVOS,Reciclado,DERECHO Y CIENCIAS POLITICAS,,SAN FERNANDO,0,9/28/2016 12:00:00 AM,33,,SIN DATO,SIN DATO,SIN DATO,,Publica,6/16/2023 12:00:00 AM,[31 - 35],SIN DATO,1,WA,
510db7ec-6a87-f011-b4cc-000d3ac16933,2026-01,RECICLADOS,Nuevo,CAX,Reciclado,MEDICINA HUMANA,FACULTAD DE SALUD,SAN FERNANDO,0,9/1/2025 12:00:00 PM,19,2023.0,CAJAMARCA,CAJAMARCA,CAJAMARCA,,Publica,3/12/2026 12:00:00 PM,[18 - 22],Egresos 2023,1,PG,Femenino
3fcebe1b-ff6b-ef11-a670-6045bd39ca06,2025-01,RECICLADOS PARA MKT DIRECTO,Nuevo,SJL,Reciclado,ECONOMIA Y NEGOCIOS INTERNACIONALES,FACULTAD DE NEGOCIOS,SAN FERNANDO,0,4/15/2024 12:00:00 PM,23,2017.0,CUSCO,LA CONVENCION,INKAWASI,,Publica,1/29/2025 12:00:00 PM,[23 - 25],Egresos del 2017 al 2021,1,PG,SIN DATO
fcac3854-7769-ef11-a670-6045bd3c99bf,2025-01,RECICLADOS,Nuevo,VIRTUAL,Reciclado,DERECHO Y CIENCIAS POLITICAS,FACULTAD DE DERECHO,SAN FERNANDO,1,4/15/2024 12:00:00 PM,23,2017.0,UCAYALI,CORONEL PORTILLO,MANANTAY,10/21/2024 12:00:00 AM,Publica,10/21/2024 12:00:00 PM,[23 - 25],Egresos del 2017 al 2021,1,CAD,Femenino
f5813ccf-651c-f011-998a-6045bd3ace64,2025-02,RECICLADOS PARA MKT DIRECTO,Nuevo,VIRTUAL,Reciclado,PSICOLOGIA,FACULTAD DE SALUD,SAN FERNANDO,1,4/10/2025 12:00:00 AM,31,2013.0,CAJAMARCA,CHOTA,CHOTA,31/07/2025 00:00:00,Publica,7/31/2025 12:00:00 AM,[31 - 35],Egresos < 2016,1,CAD,Femenino
BE6091B7-E2C1-EE11-9079-002248E05ACC,2024-01,SOLOVINO,Nuevo,VIRTUAL,SoloVino,ADMINISTRACION Y GESTION PUBLICA,,SAN FERNANDO,1,2/2/2024 12:00:00 AM,35,2004.0,La libertad,Ascope,Chicama,2/02/2024 00:00:00,Publica,2/2/2024 12:00:00 AM,[> 25 años],Egresos < 2016,1,CAD,
35fd1571-ec6b-ef11-a670-002248dffe38,2025-01,RECICLADOS PARA MKT DIRECTO,Nuevo,BREÑA,Reciclado,INGENIERIA INDUSTRIAL,FACULTAD DE INGENIERÍA,SAN FERNANDO,0,4/15/2024 12:00:00 PM,40,2001.0,LIMA,LIMA,LIMA,,Publica,,[36 - 40],Egresos < 2017,1,WA,SIN DATO
ddaa4da8-4971-ef11-a670-6045bd3a0c2f,2025-01,NEW REINGRESO,New Reingreso,CAX,Reciclado,PSICOLOGIA,FACULTAD DE SALUD,SAN FERNANDO,0,4/15/2024 12:00:00 PM,53,0.0,CAJAMARCA,CAJAMARCA,CAJAMARCA,,Publica,1/27/2025 12:00:00 PM,[>40],SIN DATO,1,WA,Masculino
6B6A5289-FBE2-EE11-904D-000D3AC1682E,2024-01,SOLOVINO,Nuevo,CAX,SoloVino,PSICOLOGIA,,SAN FERNANDO,1,3/15/2024 12:00:00 AM,28,2013.0,Cajamarca,Cajamarca,Cajamarca,15/03/2024 00:00:00,Publica,3/15/2024 12:00:00 AM,[20 años],Egresos < 2016,1,PG,
AF67B7EC-7257-EE11-BE6F-002248E0D6AC,2024-01,REINGRESO,Reingreso,CAX,Reciclado,DERECHO Y CIENCIAS POLITICAS,,SAN FERNANDO,1,9/20/2023 12:00:00 AM,22,2018.0,Cajamarca,Cajamarca,Cajamarca,28/03/2024 00:00:00,Publica,3/26/2024 12:00:00 AM,[20 años],Egresos del 2016 al 2020,1,PG,
a39025db-4e71-ef11-a670-002248e076fd,2025-01,NEW REINGRESO,New Reingreso,OLIVOS,Reciclado,DERECHO Y CIENCIAS POLITICAS,FACULTAD DE DERECHO,SAN FERNANDO,0,4/15/2024 12:00:00 PM,35,2006.0,CALLAO,CALLAO,CALLAO,,Publica,,[31 - 35],Egresos < 2017,1,WA,Femenino
E491C2FD-AC42-ED11-BBA3-000D3A892C60,2023-01,NEW REINGRESO,New Reingreso,TRUX,Reciclado,ADMINISTRACION Y NEGOCIOS INTERNACIONALES,,SAN FERNANDO,0,12/4/2017 12:00:00 AM,24,,SIN DATO,SIN DATO,SIN DATO,,Publica,10/25/2022 12:00:00 AM,[20 años],SIN DATO,1,PG,
ae1de628-98b6-f011-bbd3-6045bd39b0be,2026-01,WEB,Nuevo,VIRTUAL,Web,ADMINISTRACION Y GESTION PUBLICA,FACULTAD DE NEGOCIOS,SAN FERNANDO,1,10/31/2025 12:00:00 PM,32,2010.0,MOQUEGUA,ILO,ILO,3/26/2026 12:00:00 AM,Publica,3/24/2026 12:00:00 PM,[31 - 35],Egresos < 2017,1,CAD,Femenino
