COLEGIO;COLEGIO_TIPO
CRISTONY;Privada
CRL. INF. JUAN VALER SANDOVAL;Publica
CRL. JUAN VALER SANDOVAL;Privada
CRNL LEONCIO PRADO GUTIERREZ DE SANTA ANITA;Privada
CRNL. VICTOR M. MALDONADO BEGAZO;Publica
CRNL.FAP VICTOR MALDONADO BEGAZO;Publica
CRUZ CONGA;Publica
CRUZ DE CHALPON;Publica
CRUZ DE PUMACIRCA;Publica
CRUZ SACO;Privada
CRUZ SACO DE BALCONCILLO;Privada
CRUZ SACO DE CARAPONGO;Privada
CRUZ SACO DE CIPRESES;Privada
CRUZ SACO DE GIRASOLES;Privada
CRUZ SACO DE LOS GIRASOLES;Privada
CRUZ SACO DE PUENTE PIEDRA;Privada
CRUZ SACO DE SAN ANTONIO;Privada
CRUZ SACO DE SAN DIEGO;Privada
CRUZ SACO DE SAN JUAN;Privada
CRUZ SACO DE SAN LUIS;Privada
CRUZ SACO DE SANTA LUZMILA;Privada
CRUZ SACO DE UNIVERSITARIA;Privada
CRUZ SACO DE VILLASOL;Privada
CRUZ SACO DE VISTA HERMOSA;Privada
CRUZ SACO DEL ALAMO;Privada
CRUZ SACO DEL PINAR;Privada
CRUZ SACO PUENTE PIEDRA;Privada
CRUZPAMPA;Publica
CUBANO PERUANO;Privada
CUBANTIA;Publica
CULQUI;Publica
CULTURA NASCA;Privada
CUMBICO;Publica
CURIMANA;Publica
CUSHUNGA;Publica
CUYACO;Publica
CUYCA;Publica
CV INGENIEROS;Privada
CYBERNET;Privada
D' MERICI COLLEGE;Privada
D UNI INTERNACIONAL;Privada
DA VINCI;Privada
DAGOBERTO TORRES AGURTO;Publica
DALTON;Privada
DAMASO BERAUN;Publica
D'ANGELOUS CRISTI;Privada
DANIEL ALCIDES CARRION;Privada
DANIEL ALCIDES CARRION;Publica
DANIEL ALCIDES CARRION (CALLAO);Privada
DANIEL ALCIDES CARRION -B;Publica
DANIEL ALCIDEZ CARRION;Publica
DANIEL ALOMIA ROBLES;Publica
DANIEL ALOMIAS ROBLES;Publica
DANIEL BECERRA OCAMPO;Publica
DANIEL COMBONI;Privada
DANIEL ESTRADA PEREZ;Publica
DANIEL ESTRADA PEREZ MOSOCLLACTA;Publica
DANIEL GOLEMAN;Privada
DANIEL HERNANDEZ;Publica
DANIEL JOEL JARA INGA;Publica
DANIEL MERINO RUIZ;Publica
DANIELLE MITTERRAND;Privada
DANTE ALIGHIERI;Privada
DANTE NAVA;Publica
DATA SYSTEM'S INGENIEROS;Privada
DAVID AUSUBEL;Privada
DAVID HANSEN;Privada
DAVID LEON;Publica
DAVID LIVINGSTONE;Privada
DAVID SAMANEZ OCAMPO;Publica
DAVID SANCHEZ INFANTE;Publica
DAVID STULL;Publica
DAVID SUNDI AKUMBARI;Publica
DAVY;Privada
DAVY COLLEGE;Privada
DE CIENCIAS DIVINO NIÑO JESUS;Privada
DE CIENCIAS Y TECNOLOGIA;Privada
DE JESUS;Privada
DE JESUS;Publica
DE JESUS E.I.R.L.;Privada
DE LA CRUZ;Privada
DE LA INMACULADA;Privada
DE LA MERCED;Privada
DE LA SALLE;Privada
DE LA VIDA Y DE LA PAZ;Privada
DE LOS SAGRADOS CORAZONES;Privada
DE LOS SAGRADOS CORAZONES BELEN;Privada
DE MARIA;Privada
DEAN SAAVEDRA;Publica
DEAN VALDIVIA;Publica
DEL ALTIPLANO;Publica
DEL DIVINO MAESTRO;Privada
DEL NORTE;Privada
DEL PACIFICO COLLEGE;Privada
DELTA;Privada
DEMOCRACIA Y LIBERTAD;Publica
DEPORTIVO ADEU;Privada
DEPORTIVO EXPERIMENTAL JULIA SANCHEZ DEZA;Publica
DESPERTAR;Privada
DESPERTARES;Privada
DEUNI;Privada
DEUNI SCHOOL;Privada
DEWEY W. HAWKING;Privada
DIAMANTE;Publica
DIAS FELICES - VILLA NOVA;Privada
DIDASCALIO NUESTRA SEÑORA DE LA ESPERANZA;Privada
DIDASKALIO NUESTRA SEÑORA DEL ROSARIO;Publica
DIDASKALIO SAN JOSE OBRERO;Privada
DIEGO FERRE;Publica
DIEGO FERRE SOSA;Publica
DIEGO J. THOMPSON;Privada
DIEGO QUISPE TITO;Publica
DIEGO THOMPSON;Privada
DIEGO THOMSON;Privada
DIEGO THOMSON (SANTA ANITA);Privada
DIEGO THOMSON BURNET;Privada
DIFERENCIAL;Privada
DIGNO MAESTRO;Publica
DIMAS SCHOOL;Privada
DIOCESANO SANTO TOMAS DE VALENCIA;Publica
DIONICIO ORTIZ MORA;Publica
DIONISIO MANCO CAMPOS;Publica
DIONISIO OCAMPO CHAVEZ;Publica
DIOS ES AMOR;Privada
DIOSPI SUYANA;Privada
DISCOVERY;Privada
DISCOVERY HIGH SCHOOL;Privada
DISCOVERY SIGLO XXI;Privada
DIVINA FAMILIA;Privada
DIVINA INFANCIA;Privada
DIVINA MISERICORDIA;Privada
DIVINA MISERICORDIA DE LOS OLIVOS;Privada
DIVINA PASTORA;Publica
DIVINA PROVIDENCIA;Privada
DIVINA SANTA RITA DE CASIA;Privada
DIVINA TRINIDAD;Privada
DIVINO AMOR;Privada
DIVINO CAUTIVO;Privada
DIVINO CORAZON;Privada
DIVINO CORAZON DE JESUS;Privada
DIVINO CORAZON DE JESUS;Publica
DIVINO CORAZON DE JESUS DE BARRANCA;Privada
DIVINO CORAZON DE JESUS SCHOOL;Privada
DIVINO CRISTO OBRERO;Privada
DIVINO JESUS;Publica
DIVINO JESUS;Privada
DIVINO JESUS DE COMAS;Privada
DIVINO MAESTRO;Privada
DIVINO MAESTRO;Publica
DIVINO MAESTRO DE PAMPLONA;Privada
DIVINO MAESTRO DE PRO;Privada
DIVINO MAESTRO JESUS;Privada
DIVINO MAESTRO MOLLEPAMPA;Publica
DIVINO NIÑO;Privada
DIVINO NIÑO DE PRAGA;Privada
DIVINO NIÑO DEL MILAGRO;Privada
DIVINO NIÑO JESUS;Privada
DIVINO NIÑO JESUS EDUCADOR;Privada
DIVINO NIÑO JESUS II;Privada
DIVINO REDENTOR;Privada
DIVINO SALVADOR;Privada
DIVINO SEMBRADOR;Privada
DIVINO Y SAGRADO CORAZON DE JESUS;Privada
DOCE DE OCTUBRE;Publica
DOCTOR LEONCIO AMAYA TUME;Privada
DOCTOR LUIS ALBERTO SANCHEZ SANCHEZ;Publica
DOMENICO SAVIO;Privada
DOMINGO DE GUZMAN;Privada
DOMINGO ELIAS;Privada
DOMINGO FAUSTINO SARMIENTO;Privada
DOMINGO SAVIO;Privada
DOMINGO SAVIO DE SAN MARTIN I;Privada
DON BOSCO;Privada
DON JOSE DE SAN MARTIN;Privada
DONALD SCARROW;Privada
DONATO PILCO PIZANO;Publica
DORA MAYER;Publica
DORA MAYER;Privada
DORA MAYER DE ZULEN;Privada
DORADO SCHOOL;Privada
DOS DE MAYO;Privada
DOS DE MAYO;Publica
DOSCIENTAS MILLAS PERUANAS;Privada
DR. JOSE ANTONIO ENCINAS FRANCO;Publica
DULCE NOMBRE DE JESUS;Publica
DULCE NOMBRE DE JESUS;Privada
D'UNI;Privada
D'UNI - JUNIN;Privada
EBEN EZER;Privada
EBEN EZER ZARUMILLA E.I.R.L.;Privada
EBENEZER;Privada
EBENEZER COLLEGE;Privada
ECLECIAL LA INMACULADA CONCEPCION;Privada
ECOLOGICA INNOVA;Privada
EDELMIRA DEL PANDO;Publica
EDGAR VALER PINTO;Publica
EDGARDO MIGUEL ALARCON VERA;Publica
EDITUM;Privada
EDMUND HALLEY;Privada
EDMUND TAYLOR WHITTAKER;Privada
EDUARDO AÑAÑOS PEREZ;Publica
EDUARDO BENIGNO LUQUE ROMERO;Publica
EDUARDO DE HABICH;Privada
EDUARDO FORGA;Privada
EDUARDO PALACI;Privada
EDUCANDAS;Publica
EDUCARE;Privada
EDUCARE SCHOOL;Privada
EDWIN ALEXANDER;Privada
EFRAIN MOROTE BEST;Publica
EFRAIN ROCA GAMBINI;Publica
EIFFEL SCHOOLS;Privada
EINSTEIN INNOVADOR S.A.C.;Privada
EINSTEIN SCHOOL;Privada
EL ALBA;Privada
EL AMANTE;Publica
EL AMAUTA;Publica
EL AMAUTA;Privada
EL AMAUTA JOSE CARLOS MARIATEGUI;Privada
EL AMAUTA JOSE CARLOS MARIATEGUI;Publica
EL AMAUTA JOSE CARLOS MARIATEGUI DE COMAS;Privada
EL AMERICANO;Privada
EL AMERICANO DE MARISCAL CACERES;Privada
EL AMERICANO DE MARISCAL CACERES II;Privada
EL AMERICANO DE SAN GABRIEL;Privada
EL ANGEL DE JESUS;Privada
EL APOSENTO ALTO;Privada
EL ARCA DE PACAHUARA;Publica
EL ARENAL;Publica
EL BUEN MAESTRO;Privada
EL BUEN PASTOR;Privada
EL BUEN SAMARITANO;Privada
EL BUEN SEMBRADOR;Privada
EL CAIRO I;Privada
EL CARMELO;Privada
EL CARMELO;Publica
EL CARMELO SCHOOL;Privada
EL CARMEN;Privada
EL CENTENARIO;Publica
EL COMUN;Publica
EL CRUCE;Publica
EL CUCHO;Publica
EL CULTURAL AMERICAN SCHOOL;Privada
EL CUMBE;Publica
EL DIVINO HACEDOR;Privada
EL DIVINO MAESTRO;Privada
EL DORADO;Privada
EL EDEN;Privada
EL EDUCADOR;Privada
EL FUNDAMENTO;Privada
EL GRAN MAESTRO;Privada
EL GRAN MAESTRO;Publica
EL GUAYO;Publica
EL HOGAR;Privada
EL HUARANGO;Publica
EL MAESTRO PERUANO;Privada
EL MEDANO;Publica
EL MERCEDARIO RVDO PADRE ELEUTERIO ALARCON BEJARANO;Privada
EL MESIAS;Privada
EL MILAGRO;Publica
EL MILAGRO DE FATIMA;Publica
EL MIRADORCITO;Publica
EL MUNDO DEL DIVINO NIÑO;Privada
EL MUNDO NUEVO DE VILLA;Privada
EL NARANJAL;Publica
EL NAZARENO;Privada
EL NAZARENO;Publica
EL NAZARENO DE JESUS;Privada
EL NAZARENO MILAGROSO;Privada
EL NIÑO JESUS DEL RIMAC;Privada
EL NUEVO MARIANNE FROSTIG;Privada
EL PACIFICO;Publica
EL PACIFICO;Privada
EL PALMITO;Publica
EL PALTO;Publica
EL PARAISO;Privada
EL PEREGRINO;Privada
EL PINAR;Privada
EL PIONERO G-2;Publica
EL PORTAL DEL SABER;Privada
EL PORVENIR;Privada
EL POVERELLO DE ASIS;Privada
EL PRADO;Publica
EL PRINCIPITO;Privada
EL REDENTOR;Privada
EL REGALADO;Publica
EL REYNADO;Publica
EL REYNO DE LOS NIÑOS;Privada
EL ROBLE;Privada
EL SAMARITANO;Privada
EL SANTA;Privada
EL SEMBRADOR;Privada
EL SEÑOR ES MI PASTOR;Privada
EL SHADDAI;Privada
EL SURO;Publica
EL TALLAN;Publica
EL TAMBOR DE HOJALATA;Privada
EL TINGO;Publica
EL TREBOL;Publica
EL TRIUNFO;Privada
EL TRIUNFO;Publica
EL TRIUNFO II;Publica
EL TUNGSTENO;Privada
EL UNIVERSITARIO;Privada
EL UNIVERSO;Privada
EL UNIVERSO DE CESAR VALLEJO;Privada
ELEAZAR GUZMAN BARRON;Publica
ELENA DE SANTA MARIA;Privada
ELENA G. DE WHITE;Privada
ELEODORO BELLIDO BRAVO;Publica
ELEODORO BENEL ZULOETA;Publica
ELEODORO VERA PALACIOS;Publica
ELEUTERIO GALVEZ ESPINOZA;Publica
ELIAB;Privada
ELIAN KARP;Publica
ELIAS AGUIRRE;Publica
ELIAS AGUIRRE;Privada
ELIAS AGUIRRE ROMERO;Publica
ELIAS SEBASTIAN KUSHICHINARI;Publica
ELIEL SCHOOL;Privada
ELIM;Privada
ELITE SCHOOL;Privada
ELITEX;Privada
ELLEN PARKURST;Privada
ELOHIM;Privada
ELOY LLATAS BARON;Publica
ELSA PETRONILA BERMEJO SOLANO;Privada
ELVIRA GARCIA Y GARCIA;Privada
ELVIRA GARCIA Y GARCIA;Publica
ELVIRA GARCIA Y GARCIA BERT;Privada
ELVIRA VELASCO;Privada
ELZEARIO MAC DONALD;Publica
ELZEARIO MAC DONALD - PEVAS;Publica
EMANCIPACION AMERICANA;Publica
EMANUEL;Privada
EMANUEL;Publica
EMANUEL ANTIOQUIA;Privada
EMANUEL DIOS CON NOSOTROS;Privada
EMBLEMATICA 15513;Publica
EMBLEMATICA DIVINA PASTORA;Publica
EMBLEMATICA MANUEL ANTONIO MESONES MURO;Publica
EMBLEMATICO SANTA TERESITA;Publica
EMILIA BARCIA BONIFATTI;Privada
EMILIA BARCIA BONIFATTI DE SANTA ANITA;Privada
EMILIANO PISCULICH RAMIREZ;Privada
EMILIO ESPINOZA;Publica
EMILIO RIOS ANITA;Publica
EMILIO ROMERO PADILLA;Publica
EMMA MENA MELCHOR;Publica
EMMANUEL;Privada
EMMANUEL COLLEGE;Privada
EMPRENDEDORES GAJEL;Privada
EMPRENDER;Privada
EMPRESA EDUCATIVA SEÑOR DE LA SOLEDAD S.A.C.;Privada
EMPRESARIAL D' TALENTOS;Privada
ENAWIPA;Publica
ENCINAS XXI;Privada
ENGELS CLASS;Privada
ENMANUEL;Privada
ENRIQUE ARNAEZ NAVEDA;Publica
ENRIQUE CAMINO BRENT;Privada
ENRIQUE ENCINAS FRANCO;Publica
ENRIQUE F. GOMEZ ESPINOZA;Publica
ENRIQUE GUZMAN Y VALLE;Publica
ENRIQUE GUZMAN Y VALLE;Privada
ENRIQUE LOPEZ ALBUJAR;Publica
ENRIQUE LOPEZ ALBUJAR;Privada
ENRIQUE MARTINELLY TIZON;Publica
ENRIQUE MEIGGS;Privada
ENRIQUE MILLA OCHOA;Publica
ENRIQUE NAPOLEON ESPINOSA;Privada
ENRIQUE NAPOLEON ESPINOZA DIOSES;Privada
ENRIQUE PESTALOZZI;Privada
ENRRIQUE CABALLERO ORREGO;Publica
ENSEÑANZA DIVINA;Privada
ENTIDAD EDUCATIVA S.S. BONDY;Privada
ERASMO DELGADO VIVANCO;Publica
ERASMO ROCA;Publica
ERICH KRAMM;Privada
ERICH KRAMM EX JOSE DE SAN MARTIN;Privada
ERIK ERICKSON;Privada
ERMINIA SIRTORI;Privada
ERNEST RUTHERFORD;Privada
ERNESTO DIEZ CANSECO;Publica
ERNESTO GUEVARA DE LA SERNA;Publica
ERNESTO GUEVARA LA SERNA;Publica
ERNESTO MERINO RIVERA;Publica
ERNESTO VELIT RUIZ;Privada
ERNESTO VILLANUEVA MUÑOZ;Publica
ERNESTO VON MULLEMBRUCK;Publica
ERNST VON SIEMENS;Privada
ESADE HISPANO AMERICANA;Privada
ESCLAVAS DEL SAGRADO CORAZON DE JESUS;Privada
ESCRITOR CESAR VALLEJO II;Privada
ESCUDO FUERTE;Privada
ESCUELA ADVENTISTA MIRAVE;Privada
ESCUELA ARBOL;Publica
ESCUELA DE JESUS;Privada
ESCUELA EUROPEA DEL PERU;Privada
ESCUELA HOGAR;Privada
ESCUELA HOGAR COMUNITARIA REGIONAL SAGRADA FAMILIA;Publica
ESCUELA MUNDIAL;Privada
ESCUELA PERUANA;Privada
ESMERALDA DE LOS ANDES;Publica
ESPAÑA;Privada
ESPECIAL DE RAPIDO APRENDIZAJE ALFRED BINET;Publica
ESPERANZA;Publica
ESPERANZA Y CARIDAD;Privada
ESPIRITU SANTO;Privada
ESTADOS UNIDOS;Publica
ESTATAL DE TOLAPALCA;Publica
ESTEBAN LOPEZ SERVAN;Privada
ESTEBAN PAVLETICH;Publica
ESTEBAN PAVLETICH TRUJILLO;Publica
ESTEBAN QUEVEDO CHAVEZ;Publica
ESTEBAN SANABRIA MARAVI;Publica
ESTHER CACERES SALGADO;Publica
ESTHER CARSON;Privada
ESTHER FESTINI DE RAMOS OCAMPO;Publica
ESTHER ROBERTI GAMERO;Publica
ESTRELLA DE BELEN;Privada
ESTRELLA DE GUADALUPE;Privada
ESTUDIO Y ENSEÑANZA SANTA ROSA S.C.;Privada
EUCARISTICO MARIANO;Privada
EUCLIDES;Privada
EUGENIO MORENO ALVAREZ;Publica
EULER;Privada
EURO AMERICANO;Privada
EURO HIGH SCHOOL;Privada
EUROAMERICA;Privada
EUROAMERICAN COLLEGE;Privada
EUSEBIO CORAZAO;Publica
EVA ALBINA CRUZADO DE MENDOZA;Publica
EVANGELICA MISIONERA;Privada
EVANGELICA MONTE DE SION;Privada
EVARISTE GALOIS;Privada
EVARISTO SAN CRISTOBAL Y LEON;Publica
EXALTACION DE LA SANTA CRUZ;Publica
EXCELENCIA;Privada
EXCELENCIA COLLEGE;Privada
EXCELENTI;Privada
EXCELLENTIA;Privada
EXCELSIS;Privada
EXITUS;Privada
EXPERIMENTAL UNIVERSIDAD NACIONAL DEL SANTA;Publica
EXPHADIS;Privada
EXPHADIS EX MELITON CARBAJAL;Privada
EZEQUIEL ATAUCUSI GAMONAL;Privada
EZEQUIEL SANCHEZ GUERRERO;Publica
FABIAN ORTEGA OLASCOAGA;Publica
FACHSE PEDRO RUIZ GALLO;Privada
FAMILIA DE NAZARETH;Privada
FAMILIA UNIVERSAL SCHOOL;Privada
FAMILY SCHOOL;Privada
FAP JOSE ABELARDO QUIÑONES;Publica
FAP. FRANCISCO SECADA VIGNETTA;Publica
FARADAY;Privada
FATIMA;Privada
FAUSTINO B. FRANCO;Publica
FAUSTINO CIMAROLLI ZANINELLI;Publica
FAUSTINO MALDONADO;Publica
FAUSTINO PIAGGIO;Privada
FAUSTINO SANCHEZ CARRION;Publica
FE Y ALEGRIA;Publica
FE Y ALEGRIA;Privada
FE Y ALEGRIA 05;Publica
FE Y ALEGRIA 10;Publica
FE Y ALEGRIA 10 (COMAS);Publica
FE Y ALEGRIA 11;Publica
FE Y ALEGRIA 11;Privada
FE Y ALEGRIA 13;Publica
FE Y ALEGRIA 14;Publica
FE Y ALEGRIA 15;Publica
FE Y ALEGRIA 16;Publica
FE Y ALEGRIA 17;Publica
FE Y ALEGRIA 17 (VILLA EL SALVADOR);Publica
FE Y ALEGRIA 18;Publica
FE Y ALEGRIA 19;Publica
FE Y ALEGRIA 20;Publica
FE Y ALEGRIA 22 SAN LUIS GONZAGA;Publica
FE Y ALEGRIA 23;Publica
FE Y ALEGRIA 24;Publica
FE Y ALEGRIA 25;Publica
FE Y ALEGRIA 26;Publica
FE Y ALEGRIA 28;Publica
FE Y ALEGRIA 29;Publica
FE Y ALEGRIA 3;Publica
FE Y ALEGRIA 30;Publica
FE Y ALEGRIA 32;Publica
FE Y ALEGRIA 33;Publica
FE Y ALEGRIA 34;Publica
FE Y ALEGRIA 35;Publica
FE Y ALEGRIA 36;Publica
FE Y ALEGRIA 37;Publica
FE Y ALEGRIA 38;Publica
FE Y ALEGRIA 39;Publica
FE Y ALEGRIA 41;Publica
FE Y ALEGRIA 43;Publica
FE Y ALEGRIA 46 WILHEM ROSSMAN;Publica
FE Y ALEGRIA 49;Publica
FE Y ALEGRIA 5;Publica
FE Y ALEGRIA 50 PADRE CARLOS SCHMIDT;Publica
FE Y ALEGRIA 52;Publica
FE Y ALEGRIA 53;Publica
FE Y ALEGRIA 55 VALENTIN SALEGUI;Publica
FE Y ALEGRIA 58 MARY WARD;Publica
FE Y ALEGRIA 59;Publica
FE Y ALEGRIA 62 SAN JOSE;Publica
FE Y ALEGRIA 63 SANTA MARIA DE LA PROVIDENCIA;Publica
FE Y ALEGRIA 65;Publica
FE Y ALEGRIA 67 MARIA INMACULADA;Publica
FE Y ALEGRIA 68;Publica
FE Y ALEGRIA 69;Publica
FE Y ALEGRIA 70;Publica
FE Y ALEGRIA 71;Publica
FE Y ALEGRIA 76;Publica
FE Y ALEGRIA 77;Publica
FE Y ESPERANZA;Privada
FEDERAL DEL RIO ENE;Publica
FEDERICK;Privada
FEDERICO BARRETO;Publica
FEDERICO CASTRO;Privada
FEDERICO CHANDIANO NAVARRO;Publica
FEDERICO ENGELS;Privada
FEDERICO FROEBEL;Privada
FEDERICO FROEBEL;Publica
FEDERICO HELGUERO SEMINARIO;Publica
FEDERICO KAUFFMANN DOIG;Publica
FEDERICO LEHNHOFF;Privada
FEDERICO MORE;Privada
FEDERICO VILLAREAL;Publica
FEDERICO VILLAREAL;Privada
FEDERICO VILLARREAL;Privada
FEDERICO VILLARREAL;Publica
FEDERICO VILLARREAL - BILINGÜE;Privada
FEDOR DOSTOIEVSKY;Privada
FELIPE GUAMAN POMA DE AYALA;Privada
FELIPE GUAMAN POMA DE AYALA;Publica
FELIPE H.TIRAVANTI;Publica
FELIPE HUAMAN POMA DE AYALA;Publica
FELIPE PARDO Y ALIAGA;Privada
FELIPE PARDO Y ALIAGA;Publica
FELIPE SANTIAGO ESTENOS;Publica
FELIPE SANTIAGO SALAVERRY;Publica
FELIX ALBERTO FLORES GALINDO;Privada
FELIX CIPRIANOCORONEL ZEGARRA;Publica
FELIX RIVERA SERRANO;Publica
FERMIN DEL CASTILLO ARIAS;Publica
FERMIN TANGUIS;Privada
FERMIN TANGUIS;Publica
FERMIN TANGUIS A.T.;Publica
FERNANDO A. STAHL;Privada
FERNANDO BELAUNDE TERRI;Publica
FERNANDO BELAUNDE TERRY;Publica
FERNANDO BELAUNDE TERRY;Privada
FERNANDO CARBAJAL;Publica
FERNANDO PINEDO;Publica
FERNANDO ROSSI EMANUELLI;Privada
FERNANDO SCHOOL;Privada
FERNANDO STAHL;Privada
FERNANDO STAHL FES;Privada
FERNANDO STHAL;Privada
FERNANDO TUPAC AMARU;Publica
FIDEL PEREYRA;Publica
FIDEL ZARATE PLASENCIA;Publica
FILADELFIA;Privada
FILASUR S.A.;Privada
FILOTHER MENDOZA CAMPOS;Publica
FINLANDIA SCHOOL;Privada
FISCALIZADO DANIEL ALCIDES CARRION;Privada
FISCALIZADO TOQUEPALA;Privada
FLAMENCO;Privada
FLEMING;Privada
FLEMING COLLEGE;Privada
FLOR DE ORO;Privada
FLORA TRISTAN;Privada
FLORENCE NIGHTINGALE;Privada
FLORENCIA DE MORA;Publica
FLORENTINO GALVEZ SAAVEDRA;Publica
FLORES;Privada
FORJADORES DEL 28 DE SETIEMBRE - CPED 30456;Publica
FORTALEZA DE JESUS;Privada
FORTUNATO L HERRERA;Publica
FORTUNATO ZORA CARVAJAL;Publica
FOYER DE CHARITE SANTA ROSA;Privada
FRACTAL;Privada
FRANCES;Privada
FRANCES MARY BUSS;Privada
FRANCIS COLLINS SCHOOL;Privada
FRANCIS SCHAEFFER;Privada
FRANCISCA DIEZ CANSECO DE CASTILLA;Privada
FRANCISCA DIEZ CANSECO DE CASTILLA;Publica
FRANCISCANA PADRE PIO SAROBE;Publica
FRANCISCANO SAN ROMAN;Privada
FRANCISCO ANTONIO DE ZELA;Privada
FRANCISCO ANTONIO DE ZELA;Publica
FRANCISCO BOL.OGNESI -16042;Publica
FRANCISCO BOLOGNESI;Publica
FRANCISCO BOLOGNESI;Privada
FRANCISCO BOLOGNESI CERVANTES;Publica
FRANCISCO BOLOGNESI CERVANTES (SAN JUAN DE LURIGANCHO);Publica
FRANCISCO BOLOGNESI YANAOCO;Publica
FRANCISCO CADENILLAS GALVEZ;Publica
FRANCISCO CARLE CASSET;Privada
FRANCISCO DE PAULA GONZALES VIGIL;Privada
FRANCISCO DE ZELA;Privada
FRANCISCO DE ZELA;Publica
FRANCISCO FAHLMAN SELINGER;Privada
FRANCISCO FLORES BERRUEZO;Publica
FRANCISCO GARCIA CALDERON;Publica
FRANCISCO I;Publica
FRANCISCO IRAZOLA;Publica
FRANCISCO IZQUIERDO RIOS;Publica
FRANCISCO JAVIER DE LUNA PIZARRO;Publica
FRANCISCO LOPEZ DE ROMAÑA;Publica
FRANCISCO MOSTAJO;Publica
FRANCISCO PENZOTTI;Privada
FRANCISCO PENZOTTI EIRL;Privada
FRANCISCO PEREZ DE CUELLAR;Privada
FRANCISCO PINILLOS MONTOYA;Privada
FRANCISCO RICCI;Privada
FRANCISCO ROJAS SCHOOL;Privada
FRANCISCO VIDAL LAOS;Publica
FRANCISCO VILLEGAS COTRINA;Publica
FRANCISCO Y JACINTA MARTO;Privada
FRANCO PERUANO;Privada
FRANCO PERUANO GUSTAVE EIFFEL;Privada
FRANCOIS VIETE;Privada
FRANKLIN D. ROOSVELT;Privada
FRANKLIN DELANO ROOSEVELT;Privada
FRANKLIN DELANO ROOSVELT;Privada
FRANKLIN ROOSEVELT;Privada
FRANKLIN ROOSEVELT I;Privada
FRATERNIDAD AMERICANA;Privada
FRATERNIDAD UNIVERSAL;Privada
FRAY ARMANDO BONIFAZ F.;Publica
FRAY DIEGO ORTIZ;Publica
FRAY FLORENCIO PASCUAL ALEGRE GONZALEZ;Publica
FRAY ISACC SHAHUANO MURRIETA;Publica
FRAY LUIS DE LEON;Privada
FRAY MARTIN;Publica
FRAY MARTIN;Privada
FRAY MARTIN DE PORRAS;Publica
FRAY MARTIN DE PORRES;Privada
FRAY MARTIN DE PORRES;Publica
FRAY MELCHOR APONTE;Publica
FRAY PEDRO URRACA;Privada
FRAY RAMON ROJAS;Publica
FRAY SAN MARTIN DE PORRES;Publica
FRAYLECOCHA;Publica
FREDERICK SANGER;Privada
FREDERICK TAYLOR;Privada
FREDERICK W. TAYLOR SCHOOL;Privada
FREINETT;Privada
FRIEDERICH GAUSS;Privada
FRIEDRICH GAUSS;Privada
FRIEDRICH WOHLER;Privada
FRIENDSHIP HIGH SCHOOL;Privada
FRONTERA SAN FRANCISCO;Publica
FUENTE DEL SABER;Privada
FUERABAMBA;Publica
FUTURA SCHOOLS;Privada
FUTURA SCHOOLS - SAN ISIDRO;Privada
FUTURA SCHOOLS - SEDE EL GOLF;Privada
FUTURA SCHOOLS - SEDE PIURA;Privada
FUTURA SCHOOLS - SEDE SAN ISIDRO;Privada
FUTURA SCHOOLS CERRO COLORADO;Privada
FUTURA SCHOOLS PAUCARPATA;Privada
G.M. LUIS JOSE DE ORBEGOSO;Privada
G.U.E.MARIANO MELGAR VALDIVIESO;Publica
GABINO CHACALTANA HERNANDEZ;Publica
GABINO URIBE ANTUNEZ;Publica
GABRIEL AGUILAR NALVARTE;Publica
GABRIEL CRAMER;Privada
GABRIEL GARCIA MARQUEZ;Publica
GABRIEL MORENO;Publica
GABRIEL MORENO;Privada
GABRIELA MISTRAL;Publica
GABRIELA MISTRAL;Privada
GAKUSEI;Privada
GALENO;Privada
GALENO DE PERGAMO;Privada
GALENO LIMA SUR;Privada
GALILEANO PERUANO ITALIANO;Privada
GALILEO;Privada
GALILEO GALILEI;Privada
GAMALIEL;Privada
GAMANIEL BLANCO MURILLO;Publica
GARCILASO;Privada
GARCILASO DE LA VEGA DE CARABAYLLO;Privada
GARCILAZO DE LA VEGA;Publica
GARU;Publica
GASTABALA-B;Publica
GASTON MARIA DE TABLADA DE LURIN;Privada
GASTON MARIA DE VILLA;Privada
GELICICH;Privada
GEMINIANI COLLEGE;Privada
GENARO ABARCA RAMIREZ;Publica
GENARO HERRERA;Publica
GENARO HUAMAN ACUACHE;Publica
GENARO MARTINEZ SILVA;Publica
GENERAL CORDOVA;Publica
GENERAL DE DIVISION RAFAEL HOYOS RUBIO;Publica
GENERAL JOSE DE SAN MARTIN;Privada
GENERAL JUAN PABLO FERNANDINI;Publica
GENERAL JUAN VELASCO ALVARADO;Publica
GENERAL OLLANTA;Publica
GENERAL OLLANTAY;Privada
GENERAL PRADO;Publica
GENERAL PRADO (BELLAVISTA);Publica
GENERAL RAFAEL HOYOS RUBIO;Publica
GENERAL SIMON BOLIVAR;Privada
GENERALISIMO JOSE DE SAN MARTIN;Privada
GENES;Privada
GENES DE LOS OLIVOS;Privada
GENES DE SAN MARTIN DE PORRES;Privada
GENES DEL NORTE;Privada
GENES II;Privada
GENES SMP;Privada
GENESIS INTERNACIONAL CHRISTIAN SCHOOL;Privada
GENIOMATIC RODAS;Privada
GENIUS SCHOOL;Privada
GEORGE BOOLE;Privada
GEORGE BUTLER;Privada
GEORGE POLYA;Privada
