COLEGIO;COLEGIO_TIPO
SANTA ANA DE INGENIERIA;Privada
SANTA ANA DE LOS JARDINES;Privada
SANTA ANA DE LOS JARDINES II;Privada
SANTA ANA DE QUIROZ;Publica
SANTA ANGELA;Privada
SANTA ANGELA (ATE);Privada
SANTA ANGELA DE MERICI;Privada
SANTA ANGELA DEL ROSARIO;Privada
SANTA ANGELA MERICE II;Privada
SANTA ANGELA MERICI;Privada
SANTA ANITA;Privada
SANTA BARBARA;Publica
SANTA BARBARA;Privada
SANTA BEATRIZ;Privada
SANTA BERNARDITA;Privada
SANTA CATALINA;Privada
SANTA CATALINA;Publica
SANTA CECILIA;Privada
SANTA CECILIA DE LA CALERA;Privada
SANTA CLARA;Privada
SANTA CLARA DE ASIS;Publica
SANTA CLARA DE ASIS;Privada
SANTA CLARA DE JESUS;Privada
SANTA CRUZ;Privada
SANTA CRUZ;Publica
SANTA CRUZ DE ANDAMARCA;Publica
SANTA CRUZ DE NAPATI;Publica
SANTA CUARESMA;Privada
SANTA CUARESMA II;Privada
SANTA ELENA;Privada
SANTA ELENA;Publica
SANTA ELIZABETH;Privada
SANTA ELVITA;Publica
SANTA FE;Privada
SANTA FELICIA;Privada
SANTA FILIPINA DUCHESNE;Privada
SANTA FORTUNATA;Privada
SANTA FORTUNATA;Publica
SANTA GEMMA GALGANI;Privada
SANTA INES;Publica
SANTA INES;Privada
SANTA INES SACO OLIVEROS;Privada
SANTA ISABEL;Privada
SANTA ISABEL;Publica
SANTA ISABEL (SANTIAGO DE SURCO);Privada
SANTA ISABEL DE CHUMBES;Publica
SANTA ISABEL DE HUNGRIA;Privada
SANTA JUANA DE ARCO;Privada
SANTA JUANA DE LESTONNAC;Privada
SANTA JUANA DE LESTONNAC;Publica
SANTA LUCIA;Publica
SANTA LUCIA;Privada
SANTA LUCIA DE PUNCHAUCA;Privada
SANTA LUISA DE LA TORRE;Privada
SANTA LUISA DE MARILLAC;Privada
SANTA LUISA DE MARILLAC II;Privada
SANTA LUZ DE ABUJAO;Publica
SANTA MAGDALENA;Publica
SANTA MAGDALENA SOFIA;Publica
SANTA MAGDALENA SOFIA;Privada
SANTA MARGARITA;Privada
SANTA MARGARITA (CALLAO);Privada
SANTA MARGARITA DE JESUS;Privada
SANTA MARIA;Privada
SANTA MARIA;Publica
SANTA MARIA ALTA 20169;Publica
SANTA MARIA APOSTOL;Privada
SANTA MARIA ASUNTA AL CIELO;Publica
SANTA MARIA DE BELEN;Privada
SANTA MARIA DE BREÑA;Privada
SANTA MARIA DE CERVELLO;Privada
SANTA MARIA DE FATIMA;Privada
SANTA MARIA DE FATIMA SRLDA;Privada
SANTA MARIA DE GUADALUPE;Privada
SANTA MARIA DE JESUS;Privada
SANTA MARIA DE LA FRONTERA;Privada
SANTA MARIA DE LA GRACIA;Privada
SANTA MARIA DE LA GRACIA DE MAGDALENA;Privada
SANTA MARIA DE LA MERCED;Privada
SANTA MARIA DE LA PAZ;Privada
SANTA MARIA DE LA PAZ;Publica
SANTA MARIA DE LA PROVIDENCIA;Privada
SANTA MARIA DE LA PROVIDENCIA FE Y ALEGRIA 56;Publica
SANTA MARIA DE LOS ANDES;Publica
SANTA MARIA DE LOS ANGELES;Privada
SANTA MARIA DE LOS SAGRADOS CORAZONES;Privada
SANTA MARIA DE MATELLINI;Privada
SANTA MARIA DE NAZARETH;Privada
SANTA MARIA DE PACHACUTEC;Privada
SANTA MARIA DE SURCO;Privada
SANTA MARIA DEL AMAZONAS;Publica
SANTA MARIA DEL CAMINO;Privada
SANTA MARIA DEL ROSARIO;Privada
SANTA MARIA DEL ROSARIO DE TABLADA DE LURIN;Privada
SANTA MARIA DEL VALLE;Privada
SANTA MARIA EDUVIGES;Privada
SANTA MARIA EUFRASIA;Privada
SANTA MARIA GORETTI;Privada
SANTA MARIA ILUMINADA;Privada
SANTA MARIA JOSEFA ROSSELLO;Privada
SANTA MARIA LA CATOLICA;Privada
SANTA MARIA LA REINA;Privada
SANTA MARIA MADRE DE DIOS;Privada
SANTA MARIA MAGDALENA;Publica
SANTA MARIA MARIANISTA;Privada
SANTA MARIA MAZZARELLO;Privada
SANTA MARIA NEW SCHOOL;Privada
SANTA MARIA PURISIMA;Privada
SANTA MARIA REINA;Publica
SANTA MARIA REINA;Privada
SANTA MARIA REINA DEL MUNDO;Privada
SANTA MARIA REYNA;Privada
SANTA MARIA REYNA;Publica
SANTA MARIA REYNA DE LOS ANGELES;Privada
SANTA MARIA VIRGEN;Privada
SANTA MARIA Y JESUS;Privada
SANTA MARIANA DE JESUS;Privada
SANTA MARTHA;Privada
SANTA MARTHA DEL CALLAO;Privada
SANTA MATILDE;Privada
SANTA MONICA;Privada
SANTA MONICA;Publica
SANTA MONICA COLLEGE;Privada
SANTA MONICA DE PRO;Privada
SANTA MONICA Y SAN AGUSTIN;Privada
SANTA R0SA-B;Publica
SANTA RAFAELA MARIA;Publica
SANTA RITA;Privada
SANTA RITA;Publica
SANTA RITA DE ATE;Privada
SANTA RITA DE CASIA;Privada
SANTA RITA DE CASIA DE CHORRILLOS;Privada
SANTA RITA DE CASSIA;Publica
SANTA RITA DE JESUS;Privada
SANTA RITA DE PAMPLONA;Privada
SANTA RITA DE SIGUAS;Publica
SANTA RITA MANCINI FERRI;Privada
SANTA ROSA;Publica
SANTA ROSA;Privada
SANTA ROSA DE ACORA;Publica
SANTA ROSA DE ALTO ZOTANI;Publica
SANTA ROSA DE AMERICA;Privada
SANTA ROSA DE CAMONASHARI;Publica
SANTA ROSA DE CHUCHURRAS;Publica
SANTA ROSA DE CHUMBIL;Publica
SANTA ROSA DE HUACHIPA;Privada
SANTA ROSA DE JAGUEY;Publica
SANTA ROSA DE LAS AMERICAS;Privada
SANTA ROSA DE LIMA;Publica
SANTA ROSA DE LIMA;Privada
SANTA ROSA DE LIMA S.R.L.;Privada
SANTA ROSA DE LIMA SRL;Privada
SANTA ROSA DE MALAT;Publica
SANTA ROSA DE ONGOY;Publica
SANTA ROSA DE PITUMAMA;Publica
SANTA ROSA DE PROFAM;Publica
SANTA ROSA DE QUIVES;Privada
SANTA ROSA DE SANGARENI;Publica
SANTA ROSA DE TOTERANI;Publica
SANTA ROSA DE UNANCA;Publica
SANTA ROSA DE VITERBO;Publica
SANTA ROSA DE YANGAS;Publica
SANTA ROSA HIGH SCHOOL;Privada
SANTA ROSA MM.DD.;Privada
SANTA ROSA PURISIMA;Privada
SANTA ROSITA;Publica
SANTA ROSITA DE QUIVES;Privada
SANTA SOFIA;Privada
SANTA TERESA;Privada
SANTA TERESA;Publica
SANTA TERESA DE AVILA;Privada
SANTA TERESA DE JESUS;Privada
SANTA TERESA DE JESUS - SOPHIANUM;Privada
SANTA TERESA DE LA INMACULADA;Publica
SANTA TERESITA;Privada
SANTA TERESITA;Publica
SANTA TERESITA DE JESUS;Privada
SANTA TERESITA DEL NIÑO JESUS;Privada
SANTA TERESITA-B;Publica
SANTA TOSA DE LIMA;Privada
SANTA URSULA;Privada
SANTA URSULA NAZARENA;Privada
SANTA VERONICA;Privada
SANTA VICENTA MARIA;Privada
SANTA VICTORIA;Privada
SANTA ZOILA;Privada
SANTANDER;Privada
SANTIAGO;Publica
SANTIAGO ANGEL DE LA PAZ ANTUNEZ DE MAYOLO GOMERO;Publica
SANTIAGO ANTUNES DE MAYOLO;Publica
SANTIAGO ANTUNEZ DE MAYOLO;Publica
SANTIAGO ANTUNEZ DE MAYOLO;Privada
SANTIAGO APOSTOL;Privada
SANTIAGO APOSTOL;Publica
SANTIAGO DE COMPOSTELA;Privada
SANTIAGO DE VIÑAC;Publica
SANTIAGO DE YAURECC;Publica
SANTIAGO LEON;Publica
SANTISIMA CRUZ;Privada
SANTISIMA MADRE MARIA;Privada
SANTISIMA MARIA;Privada
SANTISIMA MARIA S.A.C.;Privada
SANTISIMA TRINIDAD;Privada
SANTISIMA TRINIDAD;Publica
SANTISIMA VIRGEN DE CHAPI;Privada
SANTISIMA VIRGEN DE COCHARCAS;Privada
SANTISIMA VIRGEN DE COCHARCAS (VILLA EL SALVADOR);Privada
SANTISIMA VIRGEN DE FATIMA;Publica
SANTISIMA VIRGEN DE LA PUERTA;Privada
SANTISIMA VIRGEN DE LAS MERCEDES;Privada
SANTISIMA VIRGEN DE LAS NIEVES;Privada
SANTISIMA VIRGEN DEL CAMINO;Privada
SANTISIMA VIRGEN DIVINA PASTORA;Privada
SANTISIMO CORAZON DE JESUS;Privada
SANTISIMO CRISTO MORENO;Privada
SANTISIMO JESUS;Privada
SANTISIMO JESUS SALVADOR;Privada
SANTISIMO NOMBRE DE JESUS;Privada
SANTISIMO SACRAMENTO;Privada
SANTISIMO SALVADOR;Privada
SANTISIMO SEÑOR DE LUREN;Privada
SANTISMO SALVADOR;Privada
SANTO CATOLICO DON BOSCO;Privada
SANTO DOMINGO;Privada
SANTO DOMINGO;Publica
SANTO DOMINGO DE ACOBAMBA;Publica
SANTO DOMINGO DE CHANCAY;Privada
SANTO DOMINGO DE GUZMAN;Privada
SANTO DOMINGO DE GUZMAN;Publica
SANTO DOMINGO EL APOSTOL;Privada
SANTO DOMINGO EL CAMINANTE;Privada
SANTO DOMINGO EL MAESTRO;Privada
SANTO DOMINGO EL PREDICADOR;Privada
SANTO DOMINGO GLORIOSO;Privada
SANTO DOMINGO SAVIO;Privada
SANTO DOMINGO SAVIO;Publica
SANTO GRIAL;Privada
SANTO MARTIN;Privada
SANTO TOMAS;Publica
SANTO TOMAS;Privada
SANTO TOMAS DE AQUINO;Privada
SANTO TOMAS DE AQUINO;Publica
SANTO TOMAS DE AQUINO DE CAYRAN;Privada
SANTO TOMAS DE AQUINO DE LOS JARDIN;Privada
SANTO TOMAS DE AQUINO DE LOS JARDINES;Privada
SANTO TOMAS DE AQUINO DE SURCO;Privada
SANTO TOMAS EL APOSTOL;Privada
SANTO TORIBIO;Publica
SANTO TORIBIO DE MOGROVEJO;Privada
SANTO TORIBIO DE MOGROVEJO;Publica
SANTOS;Publica
SANTOS SCHOOL;Privada
SAPILLICA;Publica
SARAHUARCAY;Publica
SARAYACU;Publica
SARGENTO 2DO. FAP LAZARO ORREGO MORALES;Publica
SARGENTO LORES DE BALSAYACU;Privada
SARITA COLONIA;Privada
SARITA COLONIA;Publica
SARITA COLONIA ZAMBRANO;Privada
SATELITE PRIMAVERAL;Publica
SATURNINO HUILCA Q.;Publica
SATURNINO TORRES SAAVEDRA;Publica
SCHILLER GOETHE;Privada
SCHOOL INTERNACIONAL BLUMER;Privada
SCHOOL KING;Privada
SCHOOL MAHATMA GANDHI;Privada
SCHOOL OF TOMORROW;Privada
SCHOOL TALENTUS CRISTY;Privada
SCHOOL THALES DE MILETO;Privada
SCIENTIFIC SCHOOL;Privada
SEBASTIAN BARRANCA;Publica
SEBASTIAN LORENTE;Privada
SEBASTIAN LORENTE IBAÑEZ;Publica
SEBASTIAN LUNA SALAZAR;Publica
SEBASTIAN SALAZAR BONDY;Privada
SEBASTIAN SALAZAR BONDY (SANTA ANITA);Privada
SECHURA;Publica
SECTOR DEL CAMPO;Publica
SEGUNDINO JIMENEZ ALVAREZ;Publica
SEGUNDO CABRERA MUÑOZ;Privada
SEIS DE AGOSTO;Publica
SELECCION A DE ATE;Privada
SELECCION A DE SAN GREGORIO;Privada
SEMILLERO DE LIDERES;Privada
SEMILLITAS DE JESUS;Privada
SEMILLITAS DE VILLASOL;Publica
SEMINARIO JESUS MARIA;Publica
SEMINARIO SAN JUAN MARIA VIANNEY;Publica
SEMINARIO SAN LUIS GONZAGA;Privada
SENOR DE GUALAMITA;Privada
SENOR DE LOS MILAGROS;Publica
SEÑOR CAUTIVO;Publica
SEÑOR CAUTIVO 16162;Publica
SEÑOR DE ACCHA;Publica
SEÑOR DE ANIMAS;Privada
SEÑOR DE ANIMAS;Publica
SEÑOR DE ASCENCION;Publica
SEÑOR DE ATOCCASA;Publica
SEÑOR DE BURGOS;Privada
SEÑOR DE CCOYLLOR RITTY;Publica
SEÑOR DE EXALTACION;Publica
SEÑOR DE HUANCA;Publica
SEÑOR DE HUAYLLAY;Publica
SEÑOR DE LA ASCENCION;Publica
SEÑOR DE LA ASCENCION;Privada
SEÑOR DE LA ASCENSION;Privada
SEÑOR DE LA DIVINA MISERICORDIA;Privada
SEÑOR DE LA JUSTICIA II;Privada
SEÑOR DE LA JUSTICIA II;Publica
SEÑOR DE LA MISERICORDIA;Privada
SEÑOR DE LA MISERICORDIA;Publica
SEÑOR DE LA MISERICORDIA DIVINA;Privada
SEÑOR DE LA SOLEDAD;Privada
SEÑOR DE LA SOLEDAD;Publica
SEÑOR DE LA UNIDAD;Publica
SEÑOR DE LA VIDA;Privada
SEÑOR DE LAS PIEDADES;Privada
SEÑOR DE LOS MILAGROS;Privada
SEÑOR DE LOS MILAGROS;Publica
SEÑOR DE LOS MILAGROS (CIRCA);Publica
SEÑOR DE LUREN;Privada
SEÑOR DE MURUHUAY;Privada
SEÑOR DE TORRECHAYOC;Publica
SEÑOR DEL CAUTIVO;Publica
SEÑOR DEL MAR;Privada
SEÑOR DEL PERDON;Privada
SEÑOR EXALTACION;Publica
SEÑOR JUSTO JUEZ;Publica
SEÑORA DE GUADALUPE;Privada
SERAFIN FILOMENO;Publica
SERAPIO CALDERON LAZO DE LA VEGA;Publica
SERAPIO PALOMINO CACERES;Publica
SERGIO QUIJADA JARA;Publica
SERVICIOS DE CALL CENTER DEL PERU S.A.;Privada
SERVICIOS DE CALL CENTER DEL PERU S.A.;Publica
SEYMOUR BRUNER;Privada
SGTO. 1 FAP. LAZARO ORREGO MORALES;Publica
SGTO. 2DO. FAP LAZARO ORREGO M.;Publica
SHADAI;Privada
SHADDAI;Privada
SHALOOM;Privada
SHAMA;Privada
SHAMBILLO;Publica
SHAMMAH;Privada
SHARARA;Publica
SHITAMALCA;Publica
SHONA GARCIA VALLE;Privada
SHOOL PACIFIC CONRADO KRETS LENZ;Privada
SHUCSHUYACU;Publica
SHUCUSHYACU;Publica
SHULLUYACU;Publica
SHUSHUNGA;Publica
SICAN;Privada
SICUANI;Privada
SIERVOS DE DIOS;Publica
SIETE DE JUNIO;Publica
SIGLO XXI;Privada
SIGMA;Privada
SIGNOS DE FE DE LA SALLE;Privada
SIGNOS DE FE LA SALLE;Privada
SILLOTA;Publica
SILVIA RUFF;Publica
SIMON ANTONIO BOLIVAR PALACIOS;Publica
SIMON BOLIVAR;Publica
SIMON BOLIVAR;Privada
SIMON BOLIVAR PALACIOS;Privada
SIMON RODRIGUEZ;Publica
SIN DATO;Publica
SIN DATO;Privada
SIN FRONTERAS DE SANTA CLARA;Privada
SINA;Publica
SINAI;Privada
SION;Privada
SIR ALEXANDER FLEMING;Privada
SIR ALEXANDER FLEMING;Publica
SIR ISAAC NEWTON;Privada
SIRACAT;Publica
SISE;Privada
SKHOLE PAIDEA DE LOS OLIVOS;Privada
SKINNER;Privada
SMA SCHOOL;Privada
SO1 PNP.CARLOS TEODORO PUELL MENDOZA;Publica
SOCORRO ALVARADO PUELLES;Publica
SOCRATES;Privada
SOL DE ALEGRIA;Privada
SOL DE LA MOLINA;Privada
SOL DE LOS ANDES;Publica
SOL NACIENTE;Privada
SOLARIS;Privada
SOLIDARIDAD III;Publica
SOLITARIO;Publica
SOLLERTIA;Privada
SONIA AMADOR JAIME II;Privada
SOPHIANO COLLEGE;Privada
SOPHIANO COLLEGE S.R.L.;Privada
SOPHIANUM;Privada
SOR ANA (CIRCA);Publica
SOR ANA DE LOS ALAMOS;Privada
SOR ANA DE LOS ANGELES;Privada
SOR ANA DE LOS ANGELES MONTEAGUDO;Privada
SOR ANGELA LECCA;Privada
SOR ANGELA LECCA PUEBLO LIBRE;Privada
SOR INES;Privada
SOR MANUELA TERESA IBAÑEZ NUÑEZ;Privada
SOR MARIA DE LOS ANGELES;Privada
SOR MARIA DE LOS ANGELES II;Privada
SOR MARIA GORETTI;Privada
SOR QUERUBINA DE SAN PEDRO;Privada
SOR QUERUBINA DE SAN PEDRO (SURQUILLO);Privada
SOR ROSA LARRABURE;Privada
SOR TERESA DE CALCUTA;Privada
SORAPA;Publica
SORAZA;Publica
SPRINGFIELD SCHOOL;Privada
ST GOSPA SCHOOL;Privada
ST MICHAEL'S SCHOOL;Privada
ST. GEORGE'S COLLEGE II;Privada
STANFORD;Privada
STANFORD MOORE;Privada
STANFORD SUIZA PERUANA;Privada
STAR;Privada
STAR TALENT PERU SCHOOL;Privada
STELLA MARIS;Privada
STEPHEN HAWKING;Privada
STEPHEN HAWKING DE CARABAYLLO;Privada
STEPHEN WILLIAM HAWKING;Privada
STEVE JOBS;Privada
STEVE JOBS COLLEGE;Privada
STEVE JOBS DE NASCA;Privada
SUCASCO;Publica
SUCCHAPAMPA;Publica
SUCSE;Publica
SUD AMERICA;Privada
SUDAMERICANO;Privada
SUDAMERIZ;Privada
SUGLLAQUIRO;Publica
SUIZA PERUANA;Privada
SUPAYAKU;Publica
SUSANA WESLEY;Privada
TABACAL;Publica
TAHUANTINSUYO;Publica
TALAVERA LA REYNA;Publica
TALENT SCHOOL;Privada
TALENTOS;Privada
TALENTOS COLLEGE;Privada
TALENTOS MAGISTER;Privada
TALENTOS VILLARAN;Privada
TALENTS' SCHOOL;Privada
TALENTUS;Privada
TALENTUS CRISTY;Privada
TALENTUS SCHOOL;Privada
TALENTUS V.E.S.;Privada
TALENTUS VILLA;Privada
TALLAMBO ALTO;Privada
TAMBILLO;Privada
TAMBOGAN;Publica
TARACO;Publica
TARAPOTO;Publica
TARIRI NOCHIMATA YATARISA;Publica
TARPUY MODERNO;Privada
TAWANTINSUYO;Publica
TAYAGASHA;Publica
TAYPE;Publica
TAZO GRANDE;Publica
TECAPA;Publica
TECHGENIUS;Privada
TECHGENIUS I;Privada
TECHNOLOGY SCHOOL;Privada
TECHNOLOGY SCHOOLS;Privada
TECHNOLOGY SCHOOLS CAYETANO;Privada
TECHNOLOGY SCHOOLS DE CHOSICA;Privada
TECHNOLOGY SCHOOLS DE INDEPENDENCIA;Privada
TECHNOLOGY SCHOOLS DE LA MOLINA;Privada
TECHNOLOGY SCHOOLS DE LIMA NORTE;Privada
TECHNOLOGY SCHOOLS DE LOS FICUS I;Privada
TECHNOLOGY SCHOOLS DE PARAMONGA;Privada
TECHNOLOGY SCHOOLS DE SAN MARTIN DE PORRES;Privada
TECHNOLOGY SCHOOLS DE SANTA ANITA;Privada
TECHNOLOGY SCHOOLS DE TAHUANTINSUYO;Privada
TECHNOLOGY SCHOOLS DE ZAPALLAL;Privada
TECHNOLOGY SCHOOLS DE ZAPALLAL I;Privada
TECHNOLOGY SCHOOLS DEL RETABLO I;Privada
TECHNOLOGY SCHOOLS II;Privada
TECHNOLOGY SCHOOLS LAS VIÑAS;Privada
TECHNOLOGY SCHOOLS LOS ALISOS;Privada
TECHNOLOGY SCHOOLS LOS OLIVOS;Privada
TECHNOLOGY SCHOOLS LUCUMOS;Privada
TECHNOLOGY SCHOOLS METROPOLITANA;Privada
TECNICO 7 DE ENERO;Publica
TECNICO AGROPECUARIO;Publica
TECNICO AGROPECUARIO ARTESANAL;Publica
TECNICO AGROPECUARIO BILINGUE;Publica
TECNICO AGROPECUARIO MADRIGAL;Publica
TECNICO AGROPECUARIO SILVA;Publica
TECNICO AGROPECUARIO SIVICANI;Publica
TECNICO FAP MANUEL POLO JIMENEZ;Publica
TECNICO INDUSTRIAL;Publica
TECNICO INDUSTRIAL BAGUA;Publica
TECNICO INDUSTRIAL DE ANANEA;Publica
TECNICO INDUSTRIAL TAHUANTINSUYO;Publica
TECNICO INDUSTRIAL TUPAC AMARU;Publica
TECNICO INDUSTRIAL YUTUPIS;Publica
TECNICO MARIA TERESA DE JESUS GERHARDINGER;Publica
TECNICO SAN JUAN BAUTISTA;Publica
TECNOLOGIA Y EDUCACION CRISTIANA - TEC;Privada
TEETS TSEJE;Publica
TELESFORO CATACORA;Publica
TENIENTE CORONEL CARLOS ANTONIO ARIAS HUAPAYA;Publica
TENIENTE CORONEL MARIANO SOSA LOZANO;Publica
TENIENTE CORONEL PEDRO RUIZ GALLO;Publica
TENIENTE MANUEL CLAVERO MUGA;Publica
TENIENTE MIGUEL CORTES;Privada
TENIENTE MIGUEL CORTES DEL CASTILLO;Publica
TENIENTE MIGUEL CORTEZ;Privada
TEODORO MORALES ARCE;Publica
TEODORO ZEGARRA RIVERA;Publica
TEODOSIO E. FRANCO GARCIA;Publica
TERCER MILENIO;Privada
TERESA DE CALCUTA;Privada
TERESA DE CALCUTA EN TRINIDAD;Privada
TERESA DE LA CRUZ;Privada
TERESA DE LOS ANGELES;Privada
TERESA DE LOS REYES;Privada
TERESA GONZALES DE FANNING;Publica
TERESA GONZALES DE FANNING;Privada
TERESA GONZALES DE FANNING DE SANTA MARIA;Privada
TERESA MONTERO SIVERONI;Privada
TERESITA DE CALCUTA;Privada
TERESITA GONZALES DE FANNING;Privada
TESLA SCHOOL;Privada
TESORITOS DE JESUS;Privada
THALENTUS SCHOOL ZARUMILLA SAC;Privada
THALES;Privada
THALES DE MILETO;Privada
THALES DE MILETO LAS BEGONIAS;Privada
THALES DE MILETO SCHOOL;Privada
THALES DE MILETO ZARUMILLA S.A.C.;Privada
THALES DE SANTA CLARA;Privada
THALES DE VITARTE;Privada
THE ELYON'S SCHOOL - ZARATE;Privada
THE OCEAN SCHOOL;Privada
THE TIGERS;Privada
THINK BIG COLLEGE;Privada
THOMAS A. EDISON SCHOOL;Privada
THOMAS ALVA EDISON;Privada
THOMAS ALVA EDISON;Publica
THOMAS ALVA EDISON DE CARABAYLLO;Privada
THOMAS JEFFERSON;Privada
THOR HEYERDAHL;Privada
TIAMBRA;Publica
TIBERIO SANCHEZ VERGARA;Publica
TIERRA BLANCA;Publica
TILALI;Publica
TINGO MAL PASO;Publica
TITIRE;Publica
TITO CUSI YUPANQUI;Publica
TITO CUSY YUPANQUI;Publica
TNTE E P CESAR PINGLO CHUNGA;Privada
TOMAS ARIETA CRUZ;Privada
TOMAS GAMARRA CANCHARI;Publica
TOMAS MARSANO;Privada
TOMAS P.GALVEZ QUISPE;Publica
TOMASA TTITO CONDEMAYTA;Publica
TONI REAL VICENS;Publica
TONY BUZAN;Privada
TORIBIO CASANOVA;Publica
TORIBIO RODRIGUEZ DE MENDOZA;Publica
TORIBIO RODRIGUEZ DE MENDOZA;Privada
TORIBIO SHUTKA KAZU;Publica
TORREBLANCA;Publica
TOURNAVISTA;Publica
TRADICIONES RICARDO PALMA;Privada
TRADICIONISTA RICARDO PALMA SORIANO;Privada
TRAPICHE;Publica
TRAVESURAS TRAZOS Y COLORES;Privada
TRENER DE MONTERRICO;Privada
TRENTO;Privada
TRENTO ATE;Privada
TRENTO COLONIAL;Privada
TRENTO DE SAN MIGUEL;Privada
TRENTO ESCARDO;Privada
TRENTO FAUCETT;Privada
TRENTO PERSHING;Privada
TRENTO PRO;Privada
TRENTO SAN JUAN;Privada
TRENTO SAN MIGUEL;Privada
TRES DE MAYO;Publica
TRIGAL;Publica
TRILCE;Privada
TRILCE;Publica
TRILCE - MARANGA;Privada
TRILCE AREQUIPA;Privada
TRILCE BENAVIDES;Privada
TRILCE CALCUTA;Privada
TRILCE CALLAO;Privada
TRILCE CHANCHAMAYO;Privada
TRILCE CHICLAYO;Privada
TRILCE CHORRILLOS;Privada
TRILCE CHORRILLOS II;Privada
TRILCE CUSCO;Privada
TRILCE DE BREÑA;Privada
TRILCE DE COMAS;Privada
TRILCE DE LA MOLINA;Privada
TRILCE DE PIURA;Privada
TRILCE DE ROMA;Privada
TRILCE DE SALAMANCA;Privada
TRILCE DE SAN ISIDRO;Privada
TRILCE DE SANTA ANITA;Privada
TRILCE DE SANTA MARIA;Privada
TRILCE DE VILLA EL SALVADOR;Privada
TRILCE HUANCAYO;Privada
TRILCE INTERNACIONAL;Privada
TRILCE INTERNACIONAL MILENIUM;Privada
TRILCE LOS OLIVOS;Privada
TRILCE LOS OLIVOS DE PROLIMA;Privada
TRILCE MARSANO;Privada
TRILCE MARSANO (SAN JUAN DE MIRAFLORES);Privada
TRILCE ÑAÑA;Privada
TRILCE PUCALLPA;Privada
TRILCE SALAVERRY;Privada
TRILCE SAN JUAN;Privada
TRILCE SANTA BEATRIZ;Privada
TRILCE VENTANILLA-TRENTO;Privada
TRILCE VILLA MARIA;Privada
TRILCE WISSE;Privada
TRILENIUM INTERNACIONAL;Privada
TRILENIUM INTERNACIONAL SYSTEM;Privada
TRILENIUM INTERNACIONAL YUNIX;Privada
TRILENIUM PRE UNI;Privada
TRILENIUM UNI-ING;Privada
TRINITY SCHOOL;Privada
TRINOMIO;Privada
TRIOLET;Privada
TRIPOLO;Privada
TRIUNFADORES MARCHAN;Privada
TRIUNFO DE JESUS;Privada
TULACOLLO;Publica
TUNGASUCA;Publica
TUÑAD;Publica
TUPAC AMARU;Publica
TUPAC AMARU;Privada
TUPAC AMARU (VILLA MARIA DEL TRIUNFO);Publica
TUPAC AMARU II;Publica
TUPAC YUPANQUI;Publica
TURICARA;Privada
TUYAS BASHIGKASH WAJAI;Publica
TYCHO BRAHE;Privada
UCAYALI;Privada
UCHUBAMBA;Publica
UCHULLUCLLU;Publica
ULDARICO VIDAL SAN MARTIN;Publica
UN NUEVO PATAPO;Privada
UN NUEVO TUMAN;Privada
UNANCA;Publica
UNI SCHOOL;Privada
UNICACHI;Privada
UNICENTRO PERUANA;Privada
UNICIENCIA;Privada
UNICIENCIAS;Privada
UNICOM LA MOLINA;Privada
UNIMASTER;Privada
UNIMAT;Privada
UNIMATIC;Privada
UNIMUNDO;Privada
UNION;Privada
UNION AMERICANA;Privada
UNION DE NUEVOS INTELIGENTES;Privada
UNION DE NUEVOS INTELIGENTES - UNI CUSCO;Privada
UNION LAS MERCEDES;Privada
UNION LATINO;Privada
UNION LATINO INNOVA;Privada
UNION LATINO SCHOOL;Privada
UNION LOS OLIVOS;Privada
UNION PACIFICO;Privada
UNION PACIFICO DEL SUR;Publica
UNION PORVENIR;Publica
UNION PROGRESO PATAHUASI;Publica
UNION ROSAS PAMPA;Publica
UNION Y PORVENIR;Privada
UNIVERSAL;Privada
UNIVERSAL SCHOOLS;Privada
UNIVERSIA;Privada
UNIVERSIA DE S.M.P.;Privada
UNIVERSIDAD SAN IGNACIO DE LOYOLA S.A;Privada
UNIVERSITY;Privada
UNIVERSITY COLLEGE;Privada
UNIVERSITY COLLEGE RICARDO PALMA;Privada
UNIVERSITY COPACABANA;Privada
UNIVERSITY LOS PORTALES;Privada
UNIVERSITY SCHOOL;Privada
UNIVERSO;Privada
UNIVERSO SCHOOL;Privada
UNIVISA;Privada
URIBE'S SCHOOL;Privada
URIEL GARCIA;Publica
URUCANCHA;Publica
UTICYACU;Publica
UYO;Publica
VALENTIN DE URIARTE;Publica
VALENTIN MUNARRIZ CHAUCA;Publica
VALENTIN PANIAGUA CORAZAO;Publica
VALLE DEL ZAPOTE;Publica
VALLE ESMERALDA;Publica
VALLE HERMOSO;Privada
VALLE SAGRADO;Publica
VALLESOL;Privada
VANCOUVER;Privada
VANGUARD;Privada
VANGUARD SCHOOLS;Privada
VARGAS GUERRA;Publica
VARONES;Publica
VASILI SUJOMLINSKY;Privada
VASQUEZ DE ASTURIAS;Privada
VELASCO PUCAPAMPA;Publica
VENCEDORES 2 DE MAYO;Publica
VENCEDORES DE AYACUCHO;Privada
VENCEDORES DE COMAINA;Publica
VENCEDORES DEL CENEPA;Privada
VENN EULER;Privada
VENTANILLAS;Publica
VENTURA CCALAMAQUI;Publica
VICENTE CERRO CEBRIAN;Publica
VICENTE GUERRERO PALACIOS;Publica
VICENTE HONDARZA GOMEZ;Privada
VICENTE ORTIZ RAMIREZ;Publica
VICENTE PISHAGUA RUIZ;Publica
